text,label,attack_type,series,tier,psych_principles,source
URGENT: Your Access Bank account has been suspended due to a failed BVN match. Re-verify at accessbank-bvn-match.com within 24 hours.,1,Phishing,Banking & Finance,Sentinel,Fear + False Authority,seag_csv
"MTN: Your 15,000MB data bundle is active and expires 22 June 2025. Dial *131# to check balance or buy more data.",0,None,Telecom,Legit,,template_legit
ACCESS BANK: URGENT — your card ending 7743 has been flagged for suspicious activity. Call the number on the back of your card (not this SMS) to dispute. Do not share OTP.,0,None,HardNegative_Banking,Legit,,template_legit
"WAEC: Your WASSCE result for 2023 is available. Log in to waecdirect.org with your exam number. PIN-based result checking is ₦2,500.",0,None,Education,Legit,,template_legit
"SECURITY ALERT: SMS from 'MTNALERTS': 'Your line 0908671732 has been selected for a network upgrade. To avoid service disruption, verify your SIM details at mtn-sim-verify.com within 2 hours.'",1,Smishing,Banking & Finance,Defender,Technical Credibility + SIM Swap Risk,seag_augmented
"SMS from 'Glo-NG-REWARD': 'You have won ₦1,200,000 in the Glo Customer Loyalty Draw. Your PIN is ACTIVATED. Do not ignore this message.",1,Smishing,Banking & Finance,Sentinel,Greed + Urgency + False Legitimacy,seag_augmented
"GTBank ALERT: Debit of ₦15,000 on your account ending 4521 at Total Filling Station on 22 June 2025. Balance: ₦55,890.75. Not you? Call 0700-482-6726 — the number on the back of your card.",0,None,HardNegative_Banking,Legit,,template_legit
Your Fidelity Bank account has been flagged for unusual login activity from Benin City. Confirm your identity within 24 hours at fidelitybank-security-verify.com.,1,Phishing,Banking & Finance,Defender,Fear + False Familiarity,seag_csv
"Dear student, your course registration for 2024/2025 First Semester has been completed. Your student ID is 210501087. Portal: oau.edu.ng",0,None,Education,Legit,,template_legit
"Team meeting rescheduled to Thursday 2pm in the boardroom. Agenda: Q4 planning, budget review, HR updates. Please confirm attendance.",0,None,Work,Legit,,template_legit
"Through phone call, someone claiming to be from your company's HR department contacts you and says needs to urgently update your tax file and requires your BVN for payroll compliance before the CBN deadline tonight",1,Pretexting,Corporate & Professional,Defender,False Internal Authority + Pretexting,seag_csv
"Access Bank: Transaction Alert. Debit of ₦15,000 from your account ending 2291 at NNPC Abuja on 3 August 2025. Balance: ₦302,000.00. Not you? Call 01-2802500.",0,None,Banking,Legit,,template_legit
"SMS: 'MTN: Port your number to our new network architecture. To complete the migration, reply with your 6-digit porting PIN and NIN. Failure to comply will result in restrictions.",1,Smishing,Telecom & Mobile,Novice,SIM Swap + OTP Theft,seag_augmented
"Call: 'This is Airtel VIP customer retention team. Due to your loyal patronage, you've been upgraded to our Premium Plan with 50GB data free. Failure to comply will result in restrictions.",1,Vishing,Telecom & Mobile,Defender,Flattery + Self-Care Credential,seag_augmented
"Kuda: Transaction alert — ₦45,000 sent to John Adeyemi at Thursday 24 July. Not you? Freeze your card instantly in the Kuda app under Card Controls. Call 0700-000-5832.",0,None,HardNegative_Banking,Legit,,template_legit
"OPay: You have sent ₦120,000 to 08012345678. Your new balance is ₦87,320.50. If not you, call 01-8880000 immediately.",0,None,Banking,Legit,,template_legit
"9mobile: Your monthly ₦8,750 data plan renews on 15 July 2025. You have 8,750MB remaining. To cancel auto-renewal, dial *244*0#.",0,None,Telecom,Legit,,template_legit
[AUTOMATED MESSAGE] Your FCMB debit card has been blocked after 7 failed PIN attempts from Ibadan. Unblock at fcmb-card-unblock.ng.,1,Phishing,Banking & Finance,Novice,Urgency + Fear,seag_augmented
"Call: 'This is Glo VIP customer retention team. Due to your loyal patronage, you've been upgraded to our Premium Plan with 50GB data free. Reply STOP to opt out or proceed now.",1,Vishing,Telecom & Mobile,Sentinel,Flattery + Self-Care Credential,seag_augmented
"Konga: Payment confirmed for order #KG-881234 (₦8,750). Your item ships within 2 business days. Thank you for shopping with Konga.",0,None,Ecommerce,Legit,,template_legit
IMPORTANT NOTICE: Someone posing as a on WhatsApp (Crypto trading group admin) contacts you and shares consistent screenshots of 3x returns and offers to manage your funds personally. They ask for your exchange API keys with withdrawal permissions 'so the bot can trade on your behalf automatically'.,1,Pretexting,Cryptocurrency & Investment,Defender,Social Proof + Greed + Technical Trust,seag_augmented
IT Department: Your VPN certificate expires in 7 days. Log in to the company portal to renew. Contact helpdesk@company.ng for assistance.,0,None,Work,Legit,,template_legit
"OPay: You have sent ₦15,000 to 09034567890. Your new balance is ₦302,000.00. If not you, call 01-8880000 immediately.",0,None,Banking,Legit,,template_legit
"A call: 'Good day, I am Officer Ibrahim from the CBN. your bank account is linked to suspected money laundering. Do not ignore this message.",1,Vishing,Government & Identity,Defender,Fear + Fear of Asset Seizure + Authority Impersonation,seag_augmented
IT Department: Your VPN certificate expires in 7 days. Log in to the company portal to renew. Contact helpdesk@company.ng for assistance.,0,None,Work,Legit,,template_legit
"NYSC: Dear Corps Member, your CDS attendance for July has been recorded. Next meeting is 15 July 2025. Log in to portal.nysc.org.ng for your PPA details.",0,None,HardNegative_Govt,Legit,,template_legit
NIMC: Your NIN enrolment is complete. NIN: XXXX-XXXX-7821. Visit any NIMC centre with a valid ID if you need a physical card.,0,None,Government,Legit,,template_legit
You encounter a phone found on the locker room bench labelled 'MY WEDDING PHOTOS — Bola's PRIVATE PHONE' in a gym locker room. Click the link below to act now.,1,Baiting,Physical Security,Defender,Curiosity + Compassion,seag_augmented
"SMS from 'AirtelALERTS': 'Your line 0905170943 has been selected for a network upgrade. To avoid service disruption, verify your SIM details at airtel-sim-verify.com within 2 hours.'",1,Smishing,Banking & Finance,Defender,Technical Credibility + SIM Swap Risk,seag_csv
Your Stanbic IBTC account has been flagged for unusual login activity from Owerri. Confirm your identity within 24 hours at stanbicibtc-security-verify.com. Click the link below to act now.,1,Phishing,Banking & Finance,Defender,Fear + False Familiarity,seag_augmented
MTN: Your NIN is not linked to your SIM. Your line will be barred after 3 August 2025 per NCC directive. Dial *785# FREE to link. MTN will NEVER ask for your password via SMS.,0,None,HardNegative_Telecom,Legit,,template_legit
"A call: 'Good day, I am Officer Wale from the FIRS. your tax records show outstanding liabilities. Do not ignore this message.",1,Vishing,Government & Identity,Defender,Fear + Fear of Legal Prosecution + Authority Impersonation,seag_augmented
ACTION REQUIRED — Your Zenith Bank debit card has been blocked after 7 failed PIN attempts from Jos. Unblock at zenithbank-card-unblock.ng.,1,Phishing,Banking & Finance,Sentinel,Urgency + Fear,seag_augmented
"ACTION REQUIRED — On Facebook Marketplace, a buyer says: 'I'll pay via PayPal but PayPal to Nigerian accounts requires a processing fee of ₦250,000 paid first to release the funds. Send the fee and I'll transfer the full payment plus the fee back immediately.'",1,Pretexting,E-commerce & Shopping,Defender,Greed + False Reciprocity + Advance Fee,seag_augmented
"Airtel: Your recharge of ₦3,500 was successful. Your bonus 1,024MB data is now active. Valid for 30 days.",0,None,Telecom,Legit,,template_legit
University of Lagos: Your acceptance letter for Medicine is ready. Visit the admissions office with your JAMB score of 254 and two passport photos.,0,None,Education,Legit,,template_legit
Company-wide email: 'IT NOTICE: Microsoft 365 licenses are being reallocated. Users who do not confirm activity at office365-confirm-ng.com by EOD will have accounts deactivated to free up licenses.' Reply STOP to opt out or proceed now.,1,Phishing,Corporate & Professional,Novice,False Internal Authority + Urgency,seag_augmented
"Hi Emeka, the Q3 report is ready for your review. I have shared it to your Google Drive. Please comment before COB Friday.",0,None,Work,Legit,,template_legit
SMS: 'NAFDAC WARNING: A batch of medication you may have purchased (Chloroquine 150mg) has been recalled due to contamination. Report your purchase at nafdac-recall.com for a refund and medical advice.',1,Smishing,Banking & Finance,Novice,Health Fear + Civic Duty,seag_csv
"ACTION REQUIRED — Call: 'This is MTN VIP customer retention team. Due to your loyal patronage, you've been upgraded to our Premium Plan with 50GB data free. I just need to verify your account — what is the 4-digit PIN you use for MTN self-care?'",1,Vishing,Telecom & Mobile,Sentinel,Flattery + Self-Care Credential,seag_augmented
"Kuda Bank: Your transfer of ₦3,500 to Chukwuemeka Obi (First Bank) was successful. Transaction ID: TRF20250714881.",0,None,Banking,Legit,,template_legit
"IMPORTANT NOTICE: SMS from 'GloALERTS': 'Your line 0902502343 has been selected for a network upgrade. To avoid service disruption, verify your SIM details at glo-sim-verify.com within 2 hours.'",1,Smishing,Banking & Finance,Novice,Technical Credibility + SIM Swap Risk,seag_augmented
"You receive an email from 'security@polarisbank-alert.com' addressed to Students: 'Your Polaris Bank account has been restricted after a ₦25,000 transfer attempt to an account in Lagos was flagged. Verify identity at polarisbank-secure-ng.com within 36 hours to restore access.'",1,Phishing,Banking & Finance,Defender,Fear + False Legitimacy,seag_csv
Your leave request for 22 June 2025 to 20 July 2025 has been approved by HR. Your leave balance is 3 days remaining.,0,None,Work,Legit,,template_legit
IMPORTANT NOTICE: URGENT: Your Fidelity Bank account has been suspended due to a failed BVN match. Re-verify at fidelitybank-bvn-match.com within 48 hours.,1,Phishing,Banking & Finance,Defender,Fear + False Authority,seag_augmented
"UBA: Your salary of ₦120,000 has been credited to your account ending 7743. Log in to UBA Mobile App to manage your finances.",0,None,Banking,Legit,,template_legit
"SMS: 'MDCN: Your CME (Continuing Medical Education) points are insufficient for licence renewal. Purchase additional CME credits at mdcn-cme-portal.com for ₦12,000 before Thursday.'",1,Smishing,Healthcare & Medical,Defender,Licence Renewal Fear,seag_csv
"Email: 'WOFAN Medical Grant: You have been shortlisted for a healthcare professional development grant of ₦75,000. Complete registration at wofan-medgrant.com to claim your award.'",1,Phishing,Healthcare & Medical,Novice,Greed + False Legitimacy,seag_csv
"OPay: You have sent ₦8,750 to 09034567890. Your new balance is ₦55,890.75. If not you, call 01-8880000 immediately.",0,None,Banking,Legit,,template_legit
Your Instagram verification code is 847291. Do not share this with anyone. Instagram will never ask for this code.,0,None,Social,Legit,,template_legit
Your Instagram verification code is 847291. Do not share this with anyone. Instagram will never ask for this code.,0,None,Social,Legit,,template_legit
"ACTION REQUIRED — You receive an email from 'security@uba-alert.com' addressed to Healthcare Workers: 'Your UBA account has been restricted after a ₦85,000 transfer attempt to an account in Enugu was flagged. Verify identity at uba-secure-ng.com within 48 hours to restore access.'",1,Phishing,Banking & Finance,Sentinel,Fear + False Legitimacy,seag_augmented
Your leave request for 15 July 2025 to 20 July 2025 has been approved by HR. Your leave balance is 30 days remaining.,0,None,Work,Legit,,template_legit
"Airtel: Your 15,000MB data expires 3 August 2025. Dial *140# to check balance. To stop auto-renewal, dial *141*0#. Airtel will never ask for your PIN via SMS.",0,None,HardNegative_Telecom,Legit,,template_legit
Ref: SEC/2025/0084 — SMS from 'MTN-NG': '🎉 You've been selected for MTN 1GB free data! Claim before it expires: mtn-promo-claim.com. Tap the link and enter your phone number and MTN PIN.',1,Smishing,Telecom & Mobile,Novice,Greed + Telecom Identity Risk,seag_augmented
"SMS from 'Glo-NG-REWARD': 'You have won ₦25,000 in the Glo Customer Loyalty Draw. Your PIN is ACTIVATED. Claim at glo-loyalty-claim.com within 60 minutes before expiry. Reference: 82850'.",1,Smishing,Banking & Finance,Defender,Greed + Urgency + False Legitimacy,seag_csv
FIRS: Your TIN 98765432-0002 has been updated in our system. No further action required. Portal: taxpromax.firs.gov.ng,0,None,Government,Legit,,template_legit
WhatsApp: 'Congratulations! Your TikTok video has 1 million views milestone. Failure to comply will result in restrictions.,1,Smishing,Social Media & Digital,Novice,Creator Aspiration + False Milestone,seag_augmented
JAMB: Your UTME result slip is available. Log in to jamb.gov.ng with your registration number 87634520CB to download. Results are free.,0,None,Government,Legit,,template_legit
JAMB: Your 2025 UTME result is available. Login at jamb.gov.ng with your registration number. Result checking is FREE — do not pay any agent. Dial 09-0900-8100 for help.,0,None,HardNegative_Govt,Legit,,template_legit
"Email from 'support@Airtel-business.com': 'Your Airtel postpaid corporate account bill of ₦40,000 is overdue. Pay now at airtel-billings.com or your lines will be barred.'",1,Phishing,Telecom & Mobile,Novice,Fear of Service Disruption,seag_csv
"Your GTBank account ending 0017 has been credited with ₦250,000 on 3 August 2025. Your available balance is ₦12,445.00. If you did not initiate this, call 0700-482-6726.",0,None,Banking,Legit,,template_legit
Hi! Just wanted to say the meeting went well. Let's catch up tomorrow to discuss the next steps. Let me know if you're free after 3pm.,0,None,Social,Legit,,template_legit
University of Lagos: Your acceptance letter for Engineering is ready. Visit the admissions office with your JAMB score of 301 and two passport photos.,0,None,Education,Legit,,template_legit
"IMPORTANT NOTICE: Email from 'support@Airtel-business.com': 'Your Airtel postpaid corporate account bill of ₦75,000 is overdue. Pay now at airtel-billings.com or your lines will be barred.'",1,Phishing,Telecom & Mobile,Novice,Fear of Service Disruption,seag_augmented
"SMS: 'FCMB: Your account ending **9996 has received a ₦100000 credit from an unknown sender. If you did not authorise this, click to dispute: fcmb-dispute.com/ref219539' Failure to comply will result in restrictions.",1,Smishing,Banking & Finance,Novice,Greed + False Urgency,seag_augmented
"9mobile: Your monthly ₦120,000 data plan renews on 22 June 2025. You have 120,000MB remaining. To cancel auto-renewal, dial *244*0#.",0,None,Telecom,Legit,,template_legit
"Dear Valued Customer, SMS: 'MDCN: Your CME (Continuing Medical Education) points are insufficient for licence renewal. Purchase additional CME credits at mdcn-cme-portal.com for ₦12,000 before Thursday.'",1,Smishing,Healthcare & Medical,Defender,Licence Renewal Fear,seag_augmented
"Konga: Payment confirmed for order #KG-881234 (₦8,750). Your item ships within 2 business days. Thank you for shopping with Konga.",0,None,Ecommerce,Legit,,template_legit
"A call from someone claiming to be 'Officer Omotola from NIS (Nigeria Immigration Service)': 'your international travel history shows a discrepancy that could result in passport confiscation. To resolve this before enforcement action, confirm your passport number and NIN. Failure to comply will result in restrictions.",1,Vishing,Government & Identity,Defender,Travel Restriction Fear + Authority Impersonation,seag_augmented
Someone posing as a on WhatsApp (Crypto trading group admin) contacts you and shares consistent screenshots of 3x returns and offers to manage your funds personally. They ask for your exchange API keys with withdrawal permissions 'so the bot can trade on your behalf automatically'. Failure to comply will result in restrictions.,1,Pretexting,Cryptocurrency & Investment,Sentinel,Social Proof + Greed + Technical Trust,seag_augmented
"SECURITY ALERT: Email from 'support@Airtel-business.com': 'Your Airtel postpaid corporate account bill of ₦15,000 is overdue. Pay now at airtel-billings.com or your lines will be barred.'",1,Phishing,Telecom & Mobile,Defender,Fear of Service Disruption,seag_augmented
"Zenith Bank: Suspicious login attempt on your account at 15 July 2025. If not you, secure your account via the Zenith Mobile App NOW. Do NOT share your OTP with anyone.",0,None,HardNegative_Banking,Legit,,template_legit
"Airtel: Your 15,000MB data expires 3 August 2025. Dial *140# to check balance. To stop auto-renewal, dial *141*0#. Airtel will never ask for your PIN via SMS.",0,None,HardNegative_Telecom,Legit,,template_legit
"A call: 'Good day, I am Officer Tunde from the EFCC. your name has appeared in a fraud investigation. Do not ignore this message.",1,Vishing,Government & Identity,Novice,Fear + Fear of Arrest + Authority Impersonation,seag_augmented
JAMB: Your UTME result slip is available. Log in to jamb.gov.ng with your registration number 04193827HK to download. Results are free.,0,None,Government,Legit,,template_legit
Your leave request for 3 August 2025 to 30 June 2025 has been approved by HR. Your leave balance is 3 days remaining.,0,None,Work,Legit,,template_legit
"Email from 'support@Airtel-business.com': 'Your Airtel postpaid corporate account bill of ₦15,000 is overdue. Pay now at airtel-billings.com or your lines will be barred.'",1,Phishing,Telecom & Mobile,Defender,Fear of Service Disruption,seag_csv
"NYSC: Dear Corps Member, your CDS attendance for July has been recorded. Next CDS is 15 July 2025 at your designated PPA.",0,None,Government,Legit,,template_legit
"Access Bank: Transaction Alert. Debit of ₦120,000 from your account ending 8832 at Shoprite Ikeja on Thursday 24 July. Balance: ₦55,890.75. Not you? Call 01-2802500.",0,None,Banking,Legit,,template_legit
ACCESS BANK: URGENT — your card ending 0017 has been flagged for suspicious activity. Call the number on the back of your card (not this SMS) to dispute. Do not share OTP.,0,None,HardNegative_Banking,Legit,,template_legit
JAMB: Your UTME result slip is available. Log in to jamb.gov.ng with your registration number 87634520CB to download. Results are free.,0,None,Government,Legit,,template_legit
Your company receives an invoice email from 'finance@firstbank-ng-payments.com': 'Please find attached the July reconciliation statement from First Bank. Kindly review and approve payment of ₦2.1M before COB today.' The attached PDF contains a 'View Statement' button. Do not ignore this message.,1,Phishing,Banking & Finance,Defender,Authority + Urgency + BEC,seag_augmented
Hi! Just wanted to say the meeting went well. Let's catch up tomorrow to discuss the next steps. Let me know if you're free after 3pm.,0,None,Social,Legit,,template_legit
URGENT: Your Access Bank account has been suspended due to a failed BVN match. Re-verify at accessbank-bvn-match.com within 12 hours. Failure to comply will result in restrictions.,1,Phishing,Banking & Finance,Novice,Fear + False Authority,seag_augmented
IT Department: Your VPN certificate expires in 7 days. Log in to the company portal to renew. Contact helpdesk@company.ng for assistance.,0,None,Work,Legit,,template_legit
Glo: Your number 09034567890 has been successfully ported. Your new SIM will be active within 24 hours. Thank you for choosing Glo.,0,None,Telecom,Legit,,template_legit
"You encounter a QR code sticker on an ATM labelled 'FREE BONUS CARD — SPECIAL PROMOTION — SCAN QR FOR ₦10,000 CREDIT' in a ATM machine.",1,Baiting,Banking & Finance,Sentinel,Greed + Physical Environment Trust,seag_csv
First Bank: Your BVN linkage has been completed successfully. No further action required. Contact 0700-34357-282 with questions.,0,None,Banking,Legit,,template_legit
IMPORTANT NOTICE: You find a SD card in the university lecture theatre. It is labelled 'EXAM QUESTIONS — FINAL YEAR — 2025 SESSION'. No one around claims to own it.,1,Baiting,Physical Security,Sentinel,Academic Desperation + Curiosity + Physical Attack Vector,seag_augmented
Ref: SEC/2025/0084 — URGENT: Your Polaris Bank account has been suspended due to a failed BVN match. Re-verify at polarisbank-bvn-match.com within 72 hours.,1,Phishing,Banking & Finance,Novice,Fear + False Authority,seag_augmented
A person in a delivery uniform arrives at your ministry office: 'I have a package from the Ministry of Finance that must be signed by the Director personally. The package contains sensitive financial documents. Can I wait at his desk while you call him down? I just need to place it there before my next delivery.',1,Pretexting,Physical Security,Novice,Authority + Physical Access,seag_csv
"SMS: 'MTN: Port your number to our new network architecture. To complete the migration, reply with your 6-digit porting PIN and NIN. Click the link below to act now.",1,Smishing,Telecom & Mobile,Novice,SIM Swap + OTP Theft,seag_augmented
"Konga: Payment confirmed for order #KG-881234 (₦250,000). Your item ships within 2 business days. Thank you for shopping with Konga.",0,None,Ecommerce,Legit,,template_legit
"Call: 'I'm from the Pharmacy Council of Nigeria. Your pharmacist registration shows an outstanding annual renewal fee of ₦18,000. Click the link below to act now.",1,Vishing,Healthcare & Medical,Defender,Professional Licence Fear,seag_augmented
"Dear Valued Customer, Email: 'Instagram Security: Your account @techie_ng has been reported for intellectual property violation. Appeal within 24 hours at instagram-appeal-ng.com or your account will be permanently disabled.'",1,Phishing,Social Media & Digital,Novice,Fear of Social Loss + Platform Impersonation,seag_augmented
Jumia: Your order #KG-881234 has been shipped! Expected delivery: 22 June 2025. Track at jumia.com.ng/track. Questions? Call 07000-600-000.,0,None,Ecommerce,Legit,,template_legit
Glo: This is a reminder that your NIN-SIM linkage deadline is 22 June 2025. Visit any Glo office or dial *109# to verify. This service is FREE.,0,None,HardNegative_Telecom,Legit,,template_legit
"Zenith Bank: Suspicious login attempt on your account at Thursday 24 July. If not you, secure your account via the Zenith Mobile App NOW. Do NOT share your OTP with anyone.",0,None,HardNegative_Banking,Legit,,template_legit
First Bank: Your BVN linkage has been completed successfully. No further action required. Contact 0700-34357-282 with questions.,0,None,Banking,Legit,,template_legit
Glo: Your number 09034567890 has been successfully ported. Your new SIM will be active within 24 hours. Thank you for choosing Glo.,0,None,Telecom,Legit,,template_legit
Call: 'This is the Joint Medical Staff Union rep. We are collecting members' biodata for the new healthcare salary scale update. Failure to comply will result in restrictions.,1,Vishing,Healthcare & Medical,Novice,Union Trust + Financial Data,seag_augmented
"SMS: 'FIRS TAX ALERT: Your TIN TIN-47976949 has outstanding tax liabilities of ₦₦150,000. Pay immediately at firs-tax-payment.com to avoid prosecution and asset seizure.' Failure to comply will result in restrictions.",1,Smishing,Banking & Finance,Novice,Fear of Legal Prosecution + Authority,seag_augmented
"Airtel: Your recharge of ₦15,000 was successful. Your bonus 200MB data is now active. Valid for 3 days.",0,None,Telecom,Legit,,template_legit
"Through phone call, someone claiming to be from your company's HR department contacts you and says needs to urgently update your tax file and requires your BVN for payroll compliance before the CBN deadline tonight Do not ignore this message.",1,Pretexting,Corporate & Professional,Sentinel,False Internal Authority + Pretexting,seag_augmented
"Dear Valued Customer, URGENT: Your Polaris Bank account has been suspended due to a failed BVN match. Re-verify at polarisbank-bvn-match.com within 24 hours.",1,Phishing,Banking & Finance,Sentinel,Fear + False Authority,seag_augmented
"A call from someone claiming to be 'Officer Tunde from CAC (Corporate Affairs Commission)': 'your business registration has been flagged for potential fraudulent activity. To clear your record, provide your CAC number, BVN, and registered business account details. This must be resolved within the hour or formal charges will be filed.'",1,Vishing,Government & Identity,Novice,Business Threat Fear + Authority Impersonation,seag_csv
"SMS: 'Fidelity Bank: Your account ending **1213 has received a ₦40000 credit from an unknown sender. If you did not authorise this, click to dispute: fidelitybank-dispute.com/ref896905' Reply STOP to opt out or proceed now.",1,Smishing,Banking & Finance,Novice,Greed + False Urgency,seag_augmented
IT Department: Your VPN certificate expires in 7 days. Log in to the company portal to renew. Contact helpdesk@company.ng for assistance.,0,None,Work,Legit,,template_legit
You find a USB drive in the bank ATM lobby. It is labelled 'STAFF SALARY SCHEDULE 2025 — HR CONFIDENTIAL'. Click the link below to act now.,1,Baiting,Physical Security,Novice,Self-Interest + Curiosity + Physical Attack Vector,seag_augmented
You find a USB drive near the nurses' station labelled: 'DRUG INTERACTION REFERENCE DATABASE — Pharmacy Dept 2025'.,1,Baiting,Healthcare & Medical,Sentinel,Duty of Care + Clinical Resource Trust,seag_csv
IMPORTANT NOTICE: Your Ecobank account has been flagged for unusual login activity from Abuja. Confirm your identity within 72 hours at ecobank-security-verify.com.,1,Phishing,Banking & Finance,Sentinel,Fear + False Familiarity,seag_augmented
Ref: SEC/2025/0084 — SMS: 'NAFDAC WARNING: A batch of medication you may have purchased (Amoxicillin 250mg) has been recalled due to contamination. Report your purchase at nafdac-recall.com for a refund and medical advice.',1,Smishing,Banking & Finance,Defender,Health Fear + Civic Duty,seag_augmented
"UBA: Your salary of ₦3,500 has been credited to your account ending 4521. Log in to UBA Mobile App to manage your finances.",0,None,Banking,Legit,,template_legit
"WAEC: Your WASSCE result for 2023 is available. Log in to waecdirect.org with your exam number. PIN-based result checking is ₦2,500.",0,None,Education,Legit,,template_legit
FINAL NOTICE: Your Ecobank account will be closed in 72 hours due to incomplete KYC. Update records at ecobank-kyc-ng.com.,1,Phishing,Banking & Finance,Defender,Regulatory Fear + Urgency,seag_csv
You find a SD card in the government ministry reception. It is labelled 'MINISTER BRIEFING NOTES — STRICTLY CONFIDENTIAL'. No one around claims to own it.,1,Baiting,Physical Security,Sentinel,Career Interest + Curiosity + Physical Attack Vector,seag_csv
"WAEC: Your WASSCE result for 2024 is available. Log in to waecdirect.org with your exam number. PIN-based result checking is ₦2,500.",0,None,Education,Legit,,template_legit
"Zenith Bank: Suspicious login attempt on your account at 15 July 2025. If not you, secure your account via the Zenith Mobile App NOW. Do NOT share your OTP with anyone.",0,None,HardNegative_Banking,Legit,,template_legit
"SMS: '9mobile: Port your number to our new network architecture. To complete the migration, reply with your 6-digit porting PIN and NIN. Migration is free — valid for 24 hours only.'",1,Smishing,Telecom & Mobile,Defender,SIM Swap + OTP Theft,seag_csv
You find a USB drive in the university lecture theatre. It is labelled 'EXAM QUESTIONS — FINAL YEAR — 2025 SESSION'. No one around claims to own it.,1,Baiting,Physical Security,Defender,Academic Desperation + Curiosity + Physical Attack Vector,seag_csv
IT Department: Your VPN certificate expires in 7 days. Log in to the company portal to renew. Contact helpdesk@company.ng for assistance.,0,None,Work,Legit,,template_legit
"IMPORTANT NOTICE: SMS: 'Your Konga order #KGA-83733 has been returned to our warehouse. To redeliver, confirm your address and pay ₦2,500 redelivery fee at konga-redeliver.com within 24hrs.'",1,Smishing,E-commerce & Shopping,Novice,False Delivery + Small Fee Trust,seag_augmented
ACCESS BANK: URGENT — your card ending 8832 has been flagged for suspicious activity. Call the number on the back of your card (not this SMS) to dispute. Do not share OTP.,0,None,HardNegative_Banking,Legit,,template_legit
Your Instagram verification code is 334521. Do not share this with anyone. Instagram will never ask for this code.,0,None,Social,Legit,,template_legit
"Email from 'support@MTN-business.com': 'Your MTN postpaid corporate account bill of ₦25,000 is overdue. Pay now at mtn-billings.com or your lines will be barred.' Failure to comply will result in restrictions.",1,Phishing,Telecom & Mobile,Sentinel,Fear of Service Disruption,seag_augmented
Your leave request for 22 June 2025 to 30 June 2025 has been approved by HR. Your leave balance is 7 days remaining.,0,None,Work,Legit,,template_legit
Your UBA account has been flagged for unusual login activity from Enugu. Confirm your identity within 72 hours at uba-security-verify.com. Click the link below to act now.,1,Phishing,Banking & Finance,Sentinel,Fear + False Familiarity,seag_augmented
SMS: 'MDCN URGENT: Your medical practising licence MDN/2025/XXX is due for renewal. Incomplete renewals after this notice will result in deregistration. Failure to comply will result in restrictions.,1,Smishing,Healthcare & Medical,Novice,Career Threat + Fear + False Urgency,seag_augmented
"OPay: You have sent ₦3,500 to 07098765432. Your new balance is ₦302,000.00. If not you, call 01-8880000 immediately.",0,None,Banking,Legit,,template_legit
"Kuda: Transaction alert — ₦3,500 sent to Amaka Nwosu at Thursday 24 July. Not you? Freeze your card instantly in the Kuda app under Card Controls. Call 0700-000-5832.",0,None,HardNegative_Banking,Legit,,template_legit
"PiggyVest: Your savings of ₦3,500 has been locked in your Safelock. Target: 15 July 2025. Keep saving! 🐷",0,None,Banking,Legit,,template_legit
"SMS: 'FIRS TAX ALERT: Your TIN TIN-14710077 has outstanding tax liabilities of ₦₦100,000. Pay immediately at firs-tax-payment.com to avoid prosecution and asset seizure.'",1,Smishing,Banking & Finance,Sentinel,Fear of Legal Prosecution + Authority,seag_csv
"Hi Emeka, the Q3 report is ready for your review. I have shared it to your Google Drive. Please comment before COB Friday.",0,None,Work,Legit,,template_legit
"A call from someone claiming to be 'Officer Tunde from NAFDAC (National Agency for Food and Drug Administration)': 'your pharmacy purchases have been linked to a drug diversion scheme. To be excluded from the criminal list, provide your NIN and bank account for clearance. This must be resolved within the hour or formal charges will be filed.'",1,Vishing,Government & Identity,Defender,Criminal Record Fear + Authority Impersonation,seag_csv
"SMS from 'MTNALERTS': 'Your line 0902577889 has been selected for a network upgrade. To avoid service disruption, verify your SIM details at mtn-sim-verify.com within 2 hours.' Click the link below to act now.",1,Smishing,Banking & Finance,Sentinel,Technical Credibility + SIM Swap Risk,seag_augmented
"Your GTBank account ending 0017 has been credited with ₦120,000 on Thursday 24 July. Your available balance is ₦55,890.75. If you did not initiate this, call 0700-482-6726.",0,None,Banking,Legit,,template_legit
FINAL NOTICE: Your Polaris Bank account will be closed in 12 hours due to incomplete KYC. Update records at polarisbank-kyc-ng.com. Do not ignore this message.,1,Phishing,Banking & Finance,Defender,Regulatory Fear + Urgency,seag_augmented
"Kuda Bank: Your transfer of ₦3,500 to Fatima Bello (Zenith Bank) was successful. Transaction ID: ACC-TXN-88721.",0,None,Banking,Legit,,template_legit
"Paystack: Payment of ₦120,000 received from GTBank ATM Lekki. Reference: ZB0847291. Contact support@paystack.com if you did not initiate this.",0,None,Ecommerce,Legit,,template_legit
"Ref: SEC/2025/0084 — You receive an email from 'security@gtbank-alert.com' addressed to Government Employees: 'Your GTBank account has been restricted after a ₦1,200,000 transfer attempt to an account in Owerri was flagged. Verify identity at gtbank-secure-ng.com within 24 hours to restore access.'",1,Phishing,Banking & Finance,Novice,Fear + False Legitimacy,seag_augmented
