ID,Series,Tier,Occupation,Type,Level,Scenario,OptionA,OptionB,OptionC,CorrectAnswer,Hint,Explanation,PsychPrinciple
1006,Social Media & Digital,Novice,Student,Pretexting,1,Someone posing as a selling a product (Facebook Marketplace seller) contacts you and asks you to 'verify payment' by sharing your bank app OTP with them to 'confirm your account is real and prevent scammers'.,Comply with the request to resolve the situation quickly,Refuse — OTPs are one-time transaction authorisation codes that must never be shared with anyone,Partially comply by providing less sensitive information,Refuse — OTPs are one-time transaction authorisation codes that must never be shared with anyone,OTPs (One-Time Passwords) are transaction authorisation codes. Sharing an OTP gives the recipient full authorisation to complete whatever transaction triggered it — typically draining your account.,This Pretexting exploits marketplace trust. The 'anti-scam verification' story is designed to make sharing an OTP feel protective. OTPs authorise transactions — sharing one completes the attacker's fraudulent transfer.,Marketplace Trust + False Security Narrative
1007,Social Media & Digital,Defender,Student,Pretexting,2,Someone posing as a selling a product (Facebook Marketplace seller) contacts you and asks you to 'verify payment' by sharing your bank app OTP with them to 'confirm your account is real and prevent scammers'.,Comply with the request to resolve the situation quickly,Refuse — OTPs are one-time transaction authorisation codes that must never be shared with anyone,Partially comply by providing less sensitive information,Refuse — OTPs are one-time transaction authorisation codes that must never be shared with anyone,OTPs (One-Time Passwords) are transaction authorisation codes. Sharing an OTP gives the recipient full authorisation to complete whatever transaction triggered it — typically draining your account.,This Pretexting exploits marketplace trust. The 'anti-scam verification' story is designed to make sharing an OTP feel protective. OTPs authorise transactions — sharing one completes the attacker's fraudulent transfer.,Marketplace Trust + False Security Narrative
1008,Social Media & Digital,Sentinel,Student,Pretexting,3,Someone posing as a selling a product (Facebook Marketplace seller) contacts you and asks you to 'verify payment' by sharing your bank app OTP with them to 'confirm your account is real and prevent scammers'.,Comply with the request to resolve the situation quickly,Refuse — OTPs are one-time transaction authorisation codes that must never be shared with anyone,Partially comply by providing less sensitive information,Refuse — OTPs are one-time transaction authorisation codes that must never be shared with anyone,OTPs (One-Time Passwords) are transaction authorisation codes. Sharing an OTP gives the recipient full authorisation to complete whatever transaction triggered it — typically draining your account.,This Pretexting exploits marketplace trust. The 'anti-scam verification' story is designed to make sharing an OTP feel protective. OTPs authorise transactions — sharing one completes the attacker's fraudulent transfer.,Marketplace Trust + False Security Narrative
1009,Social Media & Digital,Novice,IT Professional,Pretexting,1,Someone posing as a selling a product (Facebook Marketplace seller) contacts you and asks you to 'verify payment' by sharing your bank app OTP with them to 'confirm your account is real and prevent scammers'.,Comply with the request to resolve the situation quickly,Refuse — OTPs are one-time transaction authorisation codes that must never be shared with anyone,Partially comply by providing less sensitive information,Refuse — OTPs are one-time transaction authorisation codes that must never be shared with anyone,OTPs (One-Time Passwords) are transaction authorisation codes. Sharing an OTP gives the recipient full authorisation to complete whatever transaction triggered it — typically draining your account.,This Pretexting exploits marketplace trust. The 'anti-scam verification' story is designed to make sharing an OTP feel protective. OTPs authorise transactions — sharing one completes the attacker's fraudulent transfer.,Marketplace Trust + False Security Narrative
1010,Social Media & Digital,Defender,IT Professional,Pretexting,2,Someone posing as a selling a product (Facebook Marketplace seller) contacts you and asks you to 'verify payment' by sharing your bank app OTP with them to 'confirm your account is real and prevent scammers'.,Comply with the request to resolve the situation quickly,Refuse — OTPs are one-time transaction authorisation codes that must never be shared with anyone,Partially comply by providing less sensitive information,Refuse — OTPs are one-time transaction authorisation codes that must never be shared with anyone,OTPs (One-Time Passwords) are transaction authorisation codes. Sharing an OTP gives the recipient full authorisation to complete whatever transaction triggered it — typically draining your account.,This Pretexting exploits marketplace trust. The 'anti-scam verification' story is designed to make sharing an OTP feel protective. OTPs authorise transactions — sharing one completes the attacker's fraudulent transfer.,Marketplace Trust + False Security Narrative
1011,Social Media & Digital,Sentinel,IT Professional,Pretexting,3,Someone posing as a selling a product (Facebook Marketplace seller) contacts you and asks you to 'verify payment' by sharing your bank app OTP with them to 'confirm your account is real and prevent scammers'.,Comply with the request to resolve the situation quickly,Refuse — OTPs are one-time transaction authorisation codes that must never be shared with anyone,Partially comply by providing less sensitive information,Refuse — OTPs are one-time transaction authorisation codes that must never be shared with anyone,OTPs (One-Time Passwords) are transaction authorisation codes. Sharing an OTP gives the recipient full authorisation to complete whatever transaction triggered it — typically draining your account.,This Pretexting exploits marketplace trust. The 'anti-scam verification' story is designed to make sharing an OTP feel protective. OTPs authorise transactions — sharing one completes the attacker's fraudulent transfer.,Marketplace Trust + False Security Narrative
1012,Social Media & Digital,Novice,Healthcare Worker,Pretexting,1,Someone posing as a selling a product (Facebook Marketplace seller) contacts you and asks you to 'verify payment' by sharing your bank app OTP with them to 'confirm your account is real and prevent scammers'.,Comply with the request to resolve the situation quickly,Refuse — OTPs are one-time transaction authorisation codes that must never be shared with anyone,Partially comply by providing less sensitive information,Refuse — OTPs are one-time transaction authorisation codes that must never be shared with anyone,OTPs (One-Time Passwords) are transaction authorisation codes. Sharing an OTP gives the recipient full authorisation to complete whatever transaction triggered it — typically draining your account.,This Pretexting exploits marketplace trust. The 'anti-scam verification' story is designed to make sharing an OTP feel protective. OTPs authorise transactions — sharing one completes the attacker's fraudulent transfer.,Marketplace Trust + False Security Narrative
1013,Social Media & Digital,Defender,Healthcare Worker,Pretexting,2,Someone posing as a selling a product (Facebook Marketplace seller) contacts you and asks you to 'verify payment' by sharing your bank app OTP with them to 'confirm your account is real and prevent scammers'.,Comply with the request to resolve the situation quickly,Refuse — OTPs are one-time transaction authorisation codes that must never be shared with anyone,Partially comply by providing less sensitive information,Refuse — OTPs are one-time transaction authorisation codes that must never be shared with anyone,OTPs (One-Time Passwords) are transaction authorisation codes. Sharing an OTP gives the recipient full authorisation to complete whatever transaction triggered it — typically draining your account.,This Pretexting exploits marketplace trust. The 'anti-scam verification' story is designed to make sharing an OTP feel protective. OTPs authorise transactions — sharing one completes the attacker's fraudulent transfer.,Marketplace Trust + False Security Narrative
1014,Social Media & Digital,Sentinel,Healthcare Worker,Pretexting,3,Someone posing as a selling a product (Facebook Marketplace seller) contacts you and asks you to 'verify payment' by sharing your bank app OTP with them to 'confirm your account is real and prevent scammers'.,Comply with the request to resolve the situation quickly,Refuse — OTPs are one-time transaction authorisation codes that must never be shared with anyone,Partially comply by providing less sensitive information,Refuse — OTPs are one-time transaction authorisation codes that must never be shared with anyone,OTPs (One-Time Passwords) are transaction authorisation codes. Sharing an OTP gives the recipient full authorisation to complete whatever transaction triggered it — typically draining your account.,This Pretexting exploits marketplace trust. The 'anti-scam verification' story is designed to make sharing an OTP feel protective. OTPs authorise transactions — sharing one completes the attacker's fraudulent transfer.,Marketplace Trust + False Security Narrative
1015,Social Media & Digital,Novice,Government Employee,Pretexting,1,Someone posing as a selling a product (Facebook Marketplace seller) contacts you and asks you to 'verify payment' by sharing your bank app OTP with them to 'confirm your account is real and prevent scammers'.,Comply with the request to resolve the situation quickly,Refuse — OTPs are one-time transaction authorisation codes that must never be shared with anyone,Partially comply by providing less sensitive information,Refuse — OTPs are one-time transaction authorisation codes that must never be shared with anyone,OTPs (One-Time Passwords) are transaction authorisation codes. Sharing an OTP gives the recipient full authorisation to complete whatever transaction triggered it — typically draining your account.,This Pretexting exploits marketplace trust. The 'anti-scam verification' story is designed to make sharing an OTP feel protective. OTPs authorise transactions — sharing one completes the attacker's fraudulent transfer.,Marketplace Trust + False Security Narrative
1016,Social Media & Digital,Defender,Government Employee,Pretexting,2,Someone posing as a selling a product (Facebook Marketplace seller) contacts you and asks you to 'verify payment' by sharing your bank app OTP with them to 'confirm your account is real and prevent scammers'.,Comply with the request to resolve the situation quickly,Refuse — OTPs are one-time transaction authorisation codes that must never be shared with anyone,Partially comply by providing less sensitive information,Refuse — OTPs are one-time transaction authorisation codes that must never be shared with anyone,OTPs (One-Time Passwords) are transaction authorisation codes. Sharing an OTP gives the recipient full authorisation to complete whatever transaction triggered it — typically draining your account.,This Pretexting exploits marketplace trust. The 'anti-scam verification' story is designed to make sharing an OTP feel protective. OTPs authorise transactions — sharing one completes the attacker's fraudulent transfer.,Marketplace Trust + False Security Narrative
1017,Social Media & Digital,Sentinel,Government Employee,Pretexting,3,Someone posing as a selling a product (Facebook Marketplace seller) contacts you and asks you to 'verify payment' by sharing your bank app OTP with them to 'confirm your account is real and prevent scammers'.,Comply with the request to resolve the situation quickly,Refuse — OTPs are one-time transaction authorisation codes that must never be shared with anyone,Partially comply by providing less sensitive information,Refuse — OTPs are one-time transaction authorisation codes that must never be shared with anyone,OTPs (One-Time Passwords) are transaction authorisation codes. Sharing an OTP gives the recipient full authorisation to complete whatever transaction triggered it — typically draining your account.,This Pretexting exploits marketplace trust. The 'anti-scam verification' story is designed to make sharing an OTP feel protective. OTPs authorise transactions — sharing one completes the attacker's fraudulent transfer.,Marketplace Trust + False Security Narrative
1018,Social Media & Digital,Novice,General Public,Pretexting,1,Someone posing as a selling a product (Facebook Marketplace seller) contacts you and asks you to 'verify payment' by sharing your bank app OTP with them to 'confirm your account is real and prevent scammers'.,Comply with the request to resolve the situation quickly,Refuse — OTPs are one-time transaction authorisation codes that must never be shared with anyone,Partially comply by providing less sensitive information,Refuse — OTPs are one-time transaction authorisation codes that must never be shared with anyone,OTPs (One-Time Passwords) are transaction authorisation codes. Sharing an OTP gives the recipient full authorisation to complete whatever transaction triggered it — typically draining your account.,This Pretexting exploits marketplace trust. The 'anti-scam verification' story is designed to make sharing an OTP feel protective. OTPs authorise transactions — sharing one completes the attacker's fraudulent transfer.,Marketplace Trust + False Security Narrative
1019,Social Media & Digital,Defender,General Public,Pretexting,2,Someone posing as a selling a product (Facebook Marketplace seller) contacts you and asks you to 'verify payment' by sharing your bank app OTP with them to 'confirm your account is real and prevent scammers'.,Comply with the request to resolve the situation quickly,Refuse — OTPs are one-time transaction authorisation codes that must never be shared with anyone,Partially comply by providing less sensitive information,Refuse — OTPs are one-time transaction authorisation codes that must never be shared with anyone,OTPs (One-Time Passwords) are transaction authorisation codes. Sharing an OTP gives the recipient full authorisation to complete whatever transaction triggered it — typically draining your account.,This Pretexting exploits marketplace trust. The 'anti-scam verification' story is designed to make sharing an OTP feel protective. OTPs authorise transactions — sharing one completes the attacker's fraudulent transfer.,Marketplace Trust + False Security Narrative
1020,Social Media & Digital,Sentinel,General Public,Pretexting,3,Someone posing as a selling a product (Facebook Marketplace seller) contacts you and asks you to 'verify payment' by sharing your bank app OTP with them to 'confirm your account is real and prevent scammers'.,Comply with the request to resolve the situation quickly,Refuse — OTPs are one-time transaction authorisation codes that must never be shared with anyone,Partially comply by providing less sensitive information,Refuse — OTPs are one-time transaction authorisation codes that must never be shared with anyone,OTPs (One-Time Passwords) are transaction authorisation codes. Sharing an OTP gives the recipient full authorisation to complete whatever transaction triggered it — typically draining your account.,This Pretexting exploits marketplace trust. The 'anti-scam verification' story is designed to make sharing an OTP feel protective. OTPs authorise transactions — sharing one completes the attacker's fraudulent transfer.,Marketplace Trust + False Security Narrative
1021,E-commerce & Shopping,Novice,Student,Pretexting,1,"Someone posing as a delivering a package requiring payment (Delivery company) contacts you and asks for your debit card details over the phone to 'process a ₦1,500 customs clearance fee' before delivery.",Comply with the request to resolve the situation quickly,Refuse and request payment through a verifiable official payment link from the delivery company's official website,Partially comply by providing less sensitive information,Refuse and request payment through a verifiable official payment link from the delivery company's official website,Legitimate delivery companies in Nigeria use POS terminals on delivery or direct bank transfer with verified account numbers — not card detail collection by phone.,"Delivery fee pretexting is common. Card details collected by phone enable card-not-present fraud globally. ₦1,500 is a deliberately small amount to avoid triggering suspicion.",False Convenience + Small Amount Trust
1022,E-commerce & Shopping,Defender,Student,Pretexting,2,"Someone posing as a delivering a package requiring payment (Delivery company) contacts you and asks for your debit card details over the phone to 'process a ₦1,500 customs clearance fee' before delivery.",Comply with the request to resolve the situation quickly,Refuse and request payment through a verifiable official payment link from the delivery company's official website,Partially comply by providing less sensitive information,Refuse and request payment through a verifiable official payment link from the delivery company's official website,Legitimate delivery companies in Nigeria use POS terminals on delivery or direct bank transfer with verified account numbers — not card detail collection by phone.,"Delivery fee pretexting is common. Card details collected by phone enable card-not-present fraud globally. ₦1,500 is a deliberately small amount to avoid triggering suspicion.",False Convenience + Small Amount Trust
1023,E-commerce & Shopping,Sentinel,Student,Pretexting,3,"Someone posing as a delivering a package requiring payment (Delivery company) contacts you and asks for your debit card details over the phone to 'process a ₦1,500 customs clearance fee' before delivery.",Comply with the request to resolve the situation quickly,Refuse and request payment through a verifiable official payment link from the delivery company's official website,Partially comply by providing less sensitive information,Refuse and request payment through a verifiable official payment link from the delivery company's official website,Legitimate delivery companies in Nigeria use POS terminals on delivery or direct bank transfer with verified account numbers — not card detail collection by phone.,"Delivery fee pretexting is common. Card details collected by phone enable card-not-present fraud globally. ₦1,500 is a deliberately small amount to avoid triggering suspicion.",False Convenience + Small Amount Trust
1024,E-commerce & Shopping,Novice,IT Professional,Pretexting,1,"Someone posing as a delivering a package requiring payment (Delivery company) contacts you and asks for your debit card details over the phone to 'process a ₦1,500 customs clearance fee' before delivery.",Comply with the request to resolve the situation quickly,Refuse and request payment through a verifiable official payment link from the delivery company's official website,Partially comply by providing less sensitive information,Refuse and request payment through a verifiable official payment link from the delivery company's official website,Legitimate delivery companies in Nigeria use POS terminals on delivery or direct bank transfer with verified account numbers — not card detail collection by phone.,"Delivery fee pretexting is common. Card details collected by phone enable card-not-present fraud globally. ₦1,500 is a deliberately small amount to avoid triggering suspicion.",False Convenience + Small Amount Trust
1025,E-commerce & Shopping,Defender,IT Professional,Pretexting,2,"Someone posing as a delivering a package requiring payment (Delivery company) contacts you and asks for your debit card details over the phone to 'process a ₦1,500 customs clearance fee' before delivery.",Comply with the request to resolve the situation quickly,Refuse and request payment through a verifiable official payment link from the delivery company's official website,Partially comply by providing less sensitive information,Refuse and request payment through a verifiable official payment link from the delivery company's official website,Legitimate delivery companies in Nigeria use POS terminals on delivery or direct bank transfer with verified account numbers — not card detail collection by phone.,"Delivery fee pretexting is common. Card details collected by phone enable card-not-present fraud globally. ₦1,500 is a deliberately small amount to avoid triggering suspicion.",False Convenience + Small Amount Trust
1026,E-commerce & Shopping,Sentinel,IT Professional,Pretexting,3,"Someone posing as a delivering a package requiring payment (Delivery company) contacts you and asks for your debit card details over the phone to 'process a ₦1,500 customs clearance fee' before delivery.",Comply with the request to resolve the situation quickly,Refuse and request payment through a verifiable official payment link from the delivery company's official website,Partially comply by providing less sensitive information,Refuse and request payment through a verifiable official payment link from the delivery company's official website,Legitimate delivery companies in Nigeria use POS terminals on delivery or direct bank transfer with verified account numbers — not card detail collection by phone.,"Delivery fee pretexting is common. Card details collected by phone enable card-not-present fraud globally. ₦1,500 is a deliberately small amount to avoid triggering suspicion.",False Convenience + Small Amount Trust
1027,E-commerce & Shopping,Novice,Healthcare Worker,Pretexting,1,"Someone posing as a delivering a package requiring payment (Delivery company) contacts you and asks for your debit card details over the phone to 'process a ₦1,500 customs clearance fee' before delivery.",Comply with the request to resolve the situation quickly,Refuse and request payment through a verifiable official payment link from the delivery company's official website,Partially comply by providing less sensitive information,Refuse and request payment through a verifiable official payment link from the delivery company's official website,Legitimate delivery companies in Nigeria use POS terminals on delivery or direct bank transfer with verified account numbers — not card detail collection by phone.,"Delivery fee pretexting is common. Card details collected by phone enable card-not-present fraud globally. ₦1,500 is a deliberately small amount to avoid triggering suspicion.",False Convenience + Small Amount Trust
1028,E-commerce & Shopping,Defender,Healthcare Worker,Pretexting,2,"Someone posing as a delivering a package requiring payment (Delivery company) contacts you and asks for your debit card details over the phone to 'process a ₦1,500 customs clearance fee' before delivery.",Comply with the request to resolve the situation quickly,Refuse and request payment through a verifiable official payment link from the delivery company's official website,Partially comply by providing less sensitive information,Refuse and request payment through a verifiable official payment link from the delivery company's official website,Legitimate delivery companies in Nigeria use POS terminals on delivery or direct bank transfer with verified account numbers — not card detail collection by phone.,"Delivery fee pretexting is common. Card details collected by phone enable card-not-present fraud globally. ₦1,500 is a deliberately small amount to avoid triggering suspicion.",False Convenience + Small Amount Trust
1029,E-commerce & Shopping,Sentinel,Healthcare Worker,Pretexting,3,"Someone posing as a delivering a package requiring payment (Delivery company) contacts you and asks for your debit card details over the phone to 'process a ₦1,500 customs clearance fee' before delivery.",Comply with the request to resolve the situation quickly,Refuse and request payment through a verifiable official payment link from the delivery company's official website,Partially comply by providing less sensitive information,Refuse and request payment through a verifiable official payment link from the delivery company's official website,Legitimate delivery companies in Nigeria use POS terminals on delivery or direct bank transfer with verified account numbers — not card detail collection by phone.,"Delivery fee pretexting is common. Card details collected by phone enable card-not-present fraud globally. ₦1,500 is a deliberately small amount to avoid triggering suspicion.",False Convenience + Small Amount Trust
1030,E-commerce & Shopping,Novice,Government Employee,Pretexting,1,"Someone posing as a delivering a package requiring payment (Delivery company) contacts you and asks for your debit card details over the phone to 'process a ₦1,500 customs clearance fee' before delivery.",Comply with the request to resolve the situation quickly,Refuse and request payment through a verifiable official payment link from the delivery company's official website,Partially comply by providing less sensitive information,Refuse and request payment through a verifiable official payment link from the delivery company's official website,Legitimate delivery companies in Nigeria use POS terminals on delivery or direct bank transfer with verified account numbers — not card detail collection by phone.,"Delivery fee pretexting is common. Card details collected by phone enable card-not-present fraud globally. ₦1,500 is a deliberately small amount to avoid triggering suspicion.",False Convenience + Small Amount Trust
1031,E-commerce & Shopping,Defender,Government Employee,Pretexting,2,"Someone posing as a delivering a package requiring payment (Delivery company) contacts you and asks for your debit card details over the phone to 'process a ₦1,500 customs clearance fee' before delivery.",Comply with the request to resolve the situation quickly,Refuse and request payment through a verifiable official payment link from the delivery company's official website,Partially comply by providing less sensitive information,Refuse and request payment through a verifiable official payment link from the delivery company's official website,Legitimate delivery companies in Nigeria use POS terminals on delivery or direct bank transfer with verified account numbers — not card detail collection by phone.,"Delivery fee pretexting is common. Card details collected by phone enable card-not-present fraud globally. ₦1,500 is a deliberately small amount to avoid triggering suspicion.",False Convenience + Small Amount Trust
1032,E-commerce & Shopping,Sentinel,Government Employee,Pretexting,3,"Someone posing as a delivering a package requiring payment (Delivery company) contacts you and asks for your debit card details over the phone to 'process a ₦1,500 customs clearance fee' before delivery.",Comply with the request to resolve the situation quickly,Refuse and request payment through a verifiable official payment link from the delivery company's official website,Partially comply by providing less sensitive information,Refuse and request payment through a verifiable official payment link from the delivery company's official website,Legitimate delivery companies in Nigeria use POS terminals on delivery or direct bank transfer with verified account numbers — not card detail collection by phone.,"Delivery fee pretexting is common. Card details collected by phone enable card-not-present fraud globally. ₦1,500 is a deliberately small amount to avoid triggering suspicion.",False Convenience + Small Amount Trust
1033,E-commerce & Shopping,Novice,General Public,Pretexting,1,"Someone posing as a delivering a package requiring payment (Delivery company) contacts you and asks for your debit card details over the phone to 'process a ₦1,500 customs clearance fee' before delivery.",Comply with the request to resolve the situation quickly,Refuse and request payment through a verifiable official payment link from the delivery company's official website,Partially comply by providing less sensitive information,Refuse and request payment through a verifiable official payment link from the delivery company's official website,Legitimate delivery companies in Nigeria use POS terminals on delivery or direct bank transfer with verified account numbers — not card detail collection by phone.,"Delivery fee pretexting is common. Card details collected by phone enable card-not-present fraud globally. ₦1,500 is a deliberately small amount to avoid triggering suspicion.",False Convenience + Small Amount Trust
1034,E-commerce & Shopping,Defender,General Public,Pretexting,2,"Someone posing as a delivering a package requiring payment (Delivery company) contacts you and asks for your debit card details over the phone to 'process a ₦1,500 customs clearance fee' before delivery.",Comply with the request to resolve the situation quickly,Refuse and request payment through a verifiable official payment link from the delivery company's official website,Partially comply by providing less sensitive information,Refuse and request payment through a verifiable official payment link from the delivery company's official website,Legitimate delivery companies in Nigeria use POS terminals on delivery or direct bank transfer with verified account numbers — not card detail collection by phone.,"Delivery fee pretexting is common. Card details collected by phone enable card-not-present fraud globally. ₦1,500 is a deliberately small amount to avoid triggering suspicion.",False Convenience + Small Amount Trust
1035,E-commerce & Shopping,Sentinel,General Public,Pretexting,3,"Someone posing as a delivering a package requiring payment (Delivery company) contacts you and asks for your debit card details over the phone to 'process a ₦1,500 customs clearance fee' before delivery.",Comply with the request to resolve the situation quickly,Refuse and request payment through a verifiable official payment link from the delivery company's official website,Partially comply by providing less sensitive information,Refuse and request payment through a verifiable official payment link from the delivery company's official website,Legitimate delivery companies in Nigeria use POS terminals on delivery or direct bank transfer with verified account numbers — not card detail collection by phone.,"Delivery fee pretexting is common. Card details collected by phone enable card-not-present fraud globally. ₦1,500 is a deliberately small amount to avoid triggering suspicion.",False Convenience + Small Amount Trust
1036,Corporate & Professional,Novice,Student,Pretexting,1,Someone posing as a resolving a 'locked account' (Company IT Helpdesk) contacts you and calls you and says they need your Windows login password temporarily to 'unlock your account profile from their end'.,Comply with the request to resolve the situation quickly,Refuse — IT helpdesks reset passwords without needing your current password. Reset it through the official self-service portal.,Partially comply by providing less sensitive information,Refuse — IT helpdesks reset passwords without needing your current password. Reset it through the official self-service portal.,IT helpdesks reset passwords without needing your existing password — they have admin-level access to create new credentials. Providing your password violates your organisation's security policy.,"IT impersonation Pretexting targets employees with the False Internal Authority of the IT department. Your password, shared with anyone including IT staff, violates policy and creates an audit trail implicating you in any subsequent misuse.",False Internal Authority + Professional Compliance
1037,Corporate & Professional,Defender,Student,Pretexting,2,Someone posing as a resolving a 'locked account' (Company IT Helpdesk) contacts you and calls you and says they need your Windows login password temporarily to 'unlock your account profile from their end'.,Comply with the request to resolve the situation quickly,Refuse — IT helpdesks reset passwords without needing your current password. Reset it through the official self-service portal.,Partially comply by providing less sensitive information,Refuse — IT helpdesks reset passwords without needing your current password. Reset it through the official self-service portal.,IT helpdesks reset passwords without needing your existing password — they have admin-level access to create new credentials. Providing your password violates your organisation's security policy.,"IT impersonation Pretexting targets employees with the False Internal Authority of the IT department. Your password, shared with anyone including IT staff, violates policy and creates an audit trail implicating you in any subsequent misuse.",False Internal Authority + Professional Compliance
1038,Corporate & Professional,Sentinel,Student,Pretexting,3,Someone posing as a resolving a 'locked account' (Company IT Helpdesk) contacts you and calls you and says they need your Windows login password temporarily to 'unlock your account profile from their end'.,Comply with the request to resolve the situation quickly,Refuse — IT helpdesks reset passwords without needing your current password. Reset it through the official self-service portal.,Partially comply by providing less sensitive information,Refuse — IT helpdesks reset passwords without needing your current password. Reset it through the official self-service portal.,IT helpdesks reset passwords without needing your existing password — they have admin-level access to create new credentials. Providing your password violates your organisation's security policy.,"IT impersonation Pretexting targets employees with the False Internal Authority of the IT department. Your password, shared with anyone including IT staff, violates policy and creates an audit trail implicating you in any subsequent misuse.",False Internal Authority + Professional Compliance
1039,Corporate & Professional,Novice,IT Professional,Pretexting,1,Someone posing as a resolving a 'locked account' (Company IT Helpdesk) contacts you and calls you and says they need your Windows login password temporarily to 'unlock your account profile from their end'.,Comply with the request to resolve the situation quickly,Refuse — IT helpdesks reset passwords without needing your current password. Reset it through the official self-service portal.,Partially comply by providing less sensitive information,Refuse — IT helpdesks reset passwords without needing your current password. Reset it through the official self-service portal.,IT helpdesks reset passwords without needing your existing password — they have admin-level access to create new credentials. Providing your password violates your organisation's security policy.,"IT impersonation Pretexting targets employees with the False Internal Authority of the IT department. Your password, shared with anyone including IT staff, violates policy and creates an audit trail implicating you in any subsequent misuse.",False Internal Authority + Professional Compliance
1040,Corporate & Professional,Defender,IT Professional,Pretexting,2,Someone posing as a resolving a 'locked account' (Company IT Helpdesk) contacts you and calls you and says they need your Windows login password temporarily to 'unlock your account profile from their end'.,Comply with the request to resolve the situation quickly,Refuse — IT helpdesks reset passwords without needing your current password. Reset it through the official self-service portal.,Partially comply by providing less sensitive information,Refuse — IT helpdesks reset passwords without needing your current password. Reset it through the official self-service portal.,IT helpdesks reset passwords without needing your existing password — they have admin-level access to create new credentials. Providing your password violates your organisation's security policy.,"IT impersonation Pretexting targets employees with the False Internal Authority of the IT department. Your password, shared with anyone including IT staff, violates policy and creates an audit trail implicating you in any subsequent misuse.",False Internal Authority + Professional Compliance
1041,Corporate & Professional,Sentinel,IT Professional,Pretexting,3,Someone posing as a resolving a 'locked account' (Company IT Helpdesk) contacts you and calls you and says they need your Windows login password temporarily to 'unlock your account profile from their end'.,Comply with the request to resolve the situation quickly,Refuse — IT helpdesks reset passwords without needing your current password. Reset it through the official self-service portal.,Partially comply by providing less sensitive information,Refuse — IT helpdesks reset passwords without needing your current password. Reset it through the official self-service portal.,IT helpdesks reset passwords without needing your existing password — they have admin-level access to create new credentials. Providing your password violates your organisation's security policy.,"IT impersonation Pretexting targets employees with the False Internal Authority of the IT department. Your password, shared with anyone including IT staff, violates policy and creates an audit trail implicating you in any subsequent misuse.",False Internal Authority + Professional Compliance
1042,Corporate & Professional,Novice,Healthcare Worker,Pretexting,1,Someone posing as a resolving a 'locked account' (Company IT Helpdesk) contacts you and calls you and says they need your Windows login password temporarily to 'unlock your account profile from their end'.,Comply with the request to resolve the situation quickly,Refuse — IT helpdesks reset passwords without needing your current password. Reset it through the official self-service portal.,Partially comply by providing less sensitive information,Refuse — IT helpdesks reset passwords without needing your current password. Reset it through the official self-service portal.,IT helpdesks reset passwords without needing your existing password — they have admin-level access to create new credentials. Providing your password violates your organisation's security policy.,"IT impersonation Pretexting targets employees with the False Internal Authority of the IT department. Your password, shared with anyone including IT staff, violates policy and creates an audit trail implicating you in any subsequent misuse.",False Internal Authority + Professional Compliance
1043,Corporate & Professional,Defender,Healthcare Worker,Pretexting,2,Someone posing as a resolving a 'locked account' (Company IT Helpdesk) contacts you and calls you and says they need your Windows login password temporarily to 'unlock your account profile from their end'.,Comply with the request to resolve the situation quickly,Refuse — IT helpdesks reset passwords without needing your current password. Reset it through the official self-service portal.,Partially comply by providing less sensitive information,Refuse — IT helpdesks reset passwords without needing your current password. Reset it through the official self-service portal.,IT helpdesks reset passwords without needing your existing password — they have admin-level access to create new credentials. Providing your password violates your organisation's security policy.,"IT impersonation Pretexting targets employees with the False Internal Authority of the IT department. Your password, shared with anyone including IT staff, violates policy and creates an audit trail implicating you in any subsequent misuse.",False Internal Authority + Professional Compliance
1044,Corporate & Professional,Sentinel,Healthcare Worker,Pretexting,3,Someone posing as a resolving a 'locked account' (Company IT Helpdesk) contacts you and calls you and says they need your Windows login password temporarily to 'unlock your account profile from their end'.,Comply with the request to resolve the situation quickly,Refuse — IT helpdesks reset passwords without needing your current password. Reset it through the official self-service portal.,Partially comply by providing less sensitive information,Refuse — IT helpdesks reset passwords without needing your current password. Reset it through the official self-service portal.,IT helpdesks reset passwords without needing your existing password — they have admin-level access to create new credentials. Providing your password violates your organisation's security policy.,"IT impersonation Pretexting targets employees with the False Internal Authority of the IT department. Your password, shared with anyone including IT staff, violates policy and creates an audit trail implicating you in any subsequent misuse.",False Internal Authority + Professional Compliance
1045,Corporate & Professional,Novice,Government Employee,Pretexting,1,Someone posing as a resolving a 'locked account' (Company IT Helpdesk) contacts you and calls you and says they need your Windows login password temporarily to 'unlock your account profile from their end'.,Comply with the request to resolve the situation quickly,Refuse — IT helpdesks reset passwords without needing your current password. Reset it through the official self-service portal.,Partially comply by providing less sensitive information,Refuse — IT helpdesks reset passwords without needing your current password. Reset it through the official self-service portal.,IT helpdesks reset passwords without needing your existing password — they have admin-level access to create new credentials. Providing your password violates your organisation's security policy.,"IT impersonation Pretexting targets employees with the False Internal Authority of the IT department. Your password, shared with anyone including IT staff, violates policy and creates an audit trail implicating you in any subsequent misuse.",False Internal Authority + Professional Compliance
